x,y,filter_value,true_blob
-6.804985567989945139e+00,-5.599678449508145306e+00,-2.473798538184794615e-02,0.000000000000000000e+00
-7.353923336361580354e+00,-6.956446988030119627e+00,-7.272107596679451280e-01,0.000000000000000000e+00
-5.427972116076752229e+00,-6.110118307009883232e+00,-1.291773594343656573e+00,0.000000000000000000e+00
-9.715436221017002438e+00,-8.108574321997624068e+00,-1.235089186605035499e-01,0.000000000000000000e+00
-8.219749014822255617e+00,-7.275804856361687278e+00,-4.261065735447416847e-01,0.000000000000000000e+00
-5.248174415772292711e+00,-5.664162941738659640e+00,-1.060477882707243413e+00,0.000000000000000000e+00
-3.972416062395355940e+00,-4.899205815567906797e+00,-1.276292131924449125e+00,0.000000000000000000e+00
-4.034352322187318762e+00,-5.078719317248697962e+00,-1.376007536568382816e+00,0.000000000000000000e+00
-5.125321199764362845e+00,-4.594358425776706945e+00,-3.102901678886740844e-01,0.000000000000000000e+00
-4.386862489025849854e+00,-5.391968871796495755e+00,-1.395226556690789543e+00,0.000000000000000000e+00
-6.603113152743563141e+00,-6.425807558185731239e+00,-7.919598812717151270e-01,0.000000000000000000e+00
-3.427644041428181243e+00,-3.862853822189302733e+00,-8.191701728564034779e-01,0.000000000000000000e+00
-7.542194436751268327e+00,-4.453567937844944424e+00,1.329131125826016113e+00,0.000000000000000000e+00
-8.386347661121128283e+00,-7.602235834854968566e+00,-5.732536533935491674e-01,0.000000000000000000e+00
-6.522246074673708094e+00,-6.432900945514835378e+00,-8.486579499926679704e-01,0.000000000000000000e+00
-8.090607796814875741e+00,-5.421415125091822773e+00,9.273347950171303422e-01,0.000000000000000000e+00
-4.419905443591931160e+00,-4.580537641086420919e+00,-7.462893853481964435e-01,0.000000000000000000e+00
-6.691647118641915526e+00,-6.114496693182240428e+00,-4.949555120527783236e-01,0.000000000000000000e+00
-5.203164384864863656e+00,-3.894569772899815874e+00,2.806096144246831292e-01,0.000000000000000000e+00
-6.534196811130465576e+00,-7.356131667225609405e+00,-1.555631447963647496e+00,0.000000000000000000e+00
-6.463434321955186412e+00,-6.196342474053054161e+00,-7.028136186490749893e-01,0.000000000000000000e+00
-6.987179005576990676e+00,-6.018066758690530094e+00,-2.331809013578949041e-01,0.000000000000000000e+00
-5.144501841990890334e+00,-6.201110664625080204e+00,-1.541701883657409011e+00,0.000000000000000000e+00
-6.785334295978476149e+00,-6.275185355912650920e+00,-5.599954143201566481e-01,0.000000000000000000e+00
-6.881686119967874049e+00,-8.176514908664865189e+00,-1.970529683753415418e+00,0.000000000000000000e+00
-5.510092041883415170e+00,-6.494518449114301539e+00,-1.537281449786263465e+00,0.000000000000000000e+00
-3.749093896221633138e+00,-5.071952894225248976e+00,-1.551407029390662995e+00,0.000000000000000000e+00
-4.691898970316988660e+00,-7.088244781510686821e+00,-2.514911051116189622e+00,0.000000000000000000e+00
-7.196878537569215695e+00,-7.608781105499875963e+00,-1.331536212761692539e+00,0.000000000000000000e+00
-6.466993661586159625e+00,-4.540646900703659838e+00,5.808779639660094363e-01,0.000000000000000000e+00
-4.268456251622362529e+00,-7.212043031817200855e+00,-2.878865542056228577e+00,0.000000000000000000e+00
-6.748428221903764346e+00,-6.163986240277528950e+00,-4.973023679035412092e-01,0.000000000000000000e+00
-5.972216386963085100e+00,-8.111921983149148474e+00,-2.496448121607445447e+00,0.000000000000000000e+00
-8.239837054432879171e+00,-5.628417332388762517e+00,8.616215310642211245e-01,0.000000000000000000e+00
-9.244408484892218780e+00,-6.850852543011276552e+00,5.516414697794274069e-01,0.000000000000000000e+00
-5.540924711767238442e+00,-5.456103766299777114e+00,-7.140684146770969187e-01,0.000000000000000000e+00
-6.402541407616705094e+00,-6.478453613140987777e+00,-9.597152884507691439e-01,0.000000000000000000e+00
-4.548312204256578006e+00,-5.516806963085331361e+00,-1.389609847752023342e+00,0.000000000000000000e+00
-6.984014315683643837e+00,-6.049898872439920972e+00,-2.598215993782193589e-01,0.000000000000000000e+00
-4.546969394157210687e+00,-3.794728094787344297e+00,-5.764465592906025532e-02,0.000000000000000000e+00
-4.173919886171080229e+00,-4.363855379813833757e+00,-7.343539184447773760e-01,0.000000000000000000e+00
-7.208532917391927697e+00,-6.746819742263697961e+00,-6.570349303280548225e-01,0.000000000000000000e+00
-6.436625312179216962e+00,-6.214772807219653750e+00,-7.340543876396342649e-01,0.000000000000000000e+00
-6.929471871316071230e+00,-4.568786710474411095e+00,8.519576323672474194e-01,0.000000000000000000e+00
-4.783643892124626262e+00,-6.249594580963065305e+00,-1.807735255371234917e+00,0.000000000000000000e+00
-4.893898912526608136e+00,-5.625119448893124208e+00,-1.254600523250625654e+00,0.000000000000000000e+00
-5.556420191319184632e+00,-7.572409707267331314e+00,-2.342186521805837085e+00,0.000000000000000000e+00
-6.254793927408921483e+00,-6.094397320861859590e+00,-7.560314056192291021e-01,0.000000000000000000e+00
-5.347573546193006955e+00,-6.692000686535918952e+00,-1.793037121988656057e+00,0.000000000000000000e+00
-6.062682265100240997e+00,-5.929301915977471360e+00,-7.499069764670278637e-01,0.000000000000000000e+00
-3.098817189602224964e+00,-5.019004730783628965e+00,-1.922207196571054766e+00,0.000000000000000000e+00
-5.889823705581910041e+00,-6.028259554092073813e+00,-9.359565350541864115e-01,0.000000000000000000e+00
-4.583570983715695490e+00,-6.572010557871343472e+00,-2.183965180490381464e+00,0.000000000000000000e+00
-6.762068931067078736e+00,-7.382615218333967277e+00,-1.431831347962886580e+00,0.000000000000000000e+00
-3.604446156021472003e+00,-5.296540421443687308e+00,-1.816824600761454356e+00,0.000000000000000000e+00
-7.153888613965269982e+00,-6.249197257298476416e+00,-3.064992137935709793e-01,0.000000000000000000e+00
-5.335400773391403284e+00,-6.236951026421902355e+00,-1.448556375793613737e+00,0.000000000000000000e+00
-7.155566306646696795e+00,-6.898012700737304215e+00,-8.075922836725732967e-01,0.000000000000000000e+00
-5.653636195781614582e+00,-6.396723564127189121e+00,-1.370694801906894300e+00,0.000000000000000000e+00
-7.371355366409959586e+00,-7.738140854033669136e+00,-1.321169812816320732e+00,0.000000000000000000e+00
-5.970268825778840771e+00,-6.214883212010810176e+00,-1.029454387153931894e+00,0.000000000000000000e+00
-6.399169601650686268e+00,-5.799783905435396569e+00,-4.365890693829405089e-01,0.000000000000000000e+00
-4.489813756789123644e+00,-5.010842820664029418e+00,-1.035058634197679517e+00,0.000000000000000000e+00
-5.263605962923228354e+00,-6.217928573159687389e+00,-1.479296996375374817e+00,0.000000000000000000e+00
-7.400805241370143506e+00,-7.389944302044233027e+00,-1.033031776103528365e+00,0.000000000000000000e+00
-6.909567538805742259e+00,-6.064410857180000392e+00,-3.181957683756688193e-01,0.000000000000000000e+00
-7.170714919002627141e+00,-5.997871494351068478e+00,-1.013287528625297779e-01,0.000000000000000000e+00
-8.326953795266900826e+00,-8.221058362945557363e+00,-1.089806306289079929e+00,0.000000000000000000e+00
-4.967127810342489624e+00,-6.470107326077586762e+00,-1.862213753099956071e+00,0.000000000000000000e+00
-7.844325733145750768e+00,-7.492863974605382005e+00,-8.318332717680458899e-01,0.000000000000000000e+00
-4.656840383433895170e+00,-4.217909964455480498e+00,-3.155948903862759169e-01,0.000000000000000000e+00
-6.732546171890814612e+00,-6.329915297479148606e+00,-6.357814871296155745e-01,0.000000000000000000e+00
-5.244193500351093995e+00,-8.102312354464530131e+00,-2.950022283319242433e+00,0.000000000000000000e+00
-7.246753784850190172e+00,-6.438806768411351911e+00,-3.944431433147236876e-01,0.000000000000000000e+00
-6.242617308665002085e+00,-5.048058887343190193e+00,4.607916729330894384e-02,0.000000000000000000e+00
-6.629936962900363717e+00,-7.155519503795144232e+00,-1.339739917622003507e+00,0.000000000000000000e+00
-6.009494881526237897e+00,-5.382347477991256568e+00,-3.602678580999139624e-01,0.000000000000000000e+00
-8.657884902521177040e+00,-8.235350310377267391e+00,-8.913095802385954114e-01,0.000000000000000000e+00
-3.232461998559472249e+00,-6.504121929510247035e+00,-2.986995549194468413e+00,0.000000000000000000e+00
-6.411794832638046948e+00,-6.517847205319894144e+00,-9.843446282466467023e-01,0.000000000000000000e+00
-4.264069097127157981e+00,-3.701799440523874107e+00,-1.648650046111395651e-01,0.000000000000000000e+00
-5.860285119089605033e+00,-7.810966358165596368e+00,-2.334400427644024223e+00,0.000000000000000000e+00
-8.344873699526679900e+00,-6.706324483209924914e+00,9.388059685796208698e-02,0.000000000000000000e+00
-7.276737094049863686e+00,-8.192674066863240512e+00,-1.732874976323371063e+00,0.000000000000000000e+00
-5.273181852670356662e+00,-7.234999559325681950e+00,-2.260402694663247392e+00,0.000000000000000000e+00
-2.775066280102218563e+00,-3.500214019173985669e+00,-9.517393498841283384e-01,0.000000000000000000e+00
-6.165306655370782707e+00,-5.488522229372096106e+00,-3.437766785568283079e-01,0.000000000000000000e+00
-7.597680030990955125e+00,-5.405196675213737478e+00,6.277466934952484756e-01,0.000000000000000000e+00
-7.315815917117450162e+00,-7.433773015500596770e+00,-1.120771780683005758e+00,0.000000000000000000e+00
-6.681343235994806840e+00,-6.625585258744651540e+00,-8.970410457876870636e-01,0.000000000000000000e+00
-6.029157123247639305e+00,-4.861674031930114381e+00,5.516203047961817235e-02,0.000000000000000000e+00
-6.349715268698448156e+00,-3.949017389178014703e+00,9.645088324782397082e-01,0.000000000000000000e+00
-7.246127294290000798e+00,-4.179471103450558722e+00,1.353789468434119181e+00,0.000000000000000000e+00
-7.576098080223683695e+00,-6.153743133956773192e+00,3.473719114497092475e-02,0.000000000000000000e+00
-6.931668311659858084e+00,-6.503190256444021600e+00,-6.437972426109880297e-01,0.000000000000000000e+00
-4.007982885034493847e+00,-4.005012918010654843e+00,-5.617027557897666945e-01,0.000000000000000000e+00
-4.357114873489678963e+00,-6.327491709683963350e+00,-2.138118599972747447e+00,0.000000000000000000e+00
-6.105443342107123250e+00,-6.949959058724769712e+00,-1.512774092167446405e+00,0.000000000000000000e+00
-8.110053437355110972e+00,-7.581608679047040056e+00,-7.322490593126375069e-01,0.000000000000000000e+00
-6.553435810317929544e+00,-5.753628957278941414e+00,-3.031799172750900273e-01,0.000000000000000000e+00
-8.986490348905215697e+00,-6.344714402188682989e+00,7.800472677745894368e-01,0.000000000000000000e+00
-3.089205522411174076e+00,-4.370207394974914727e+00,-1.426152233710981543e+00,0.000000000000000000e+00
-7.605471773257725054e+00,-7.833868748082482014e+00,-1.247007759017512152e+00,0.000000000000000000e+00
-6.445977150083268548e+00,-8.827810766789651709e+00,-2.750512252374980537e+00,0.000000000000000000e+00
-4.386054849323469895e+00,-6.100461204971648677e+00,-1.944080797361749324e+00,0.000000000000000000e+00
-4.024967245893261492e+00,-7.884011808883972350e+00,-3.553127121843619118e+00,0.000000000000000000e+00
-4.627127769334957286e+00,-5.987914112236572883e+00,-1.704317670276384034e+00,0.000000000000000000e+00
-7.198050056387796936e+00,-7.761961911235992773e+00,-1.449349765471082740e+00,0.000000000000000000e+00
-4.738522052208410607e+00,-5.065466083022170274e+00,-9.198432153961010327e-01,0.000000000000000000e+00
-2.729026775522575221e+00,-4.472168001129375625e+00,-1.733144182852787818e+00,0.000000000000000000e+00
-7.422469051690146813e+00,-7.343912528865253364e+00,-9.836868058807944903e-01,0.000000000000000000e+00
-7.384549549139963531e+00,-4.363743282979020144e+00,1.298824872831579658e+00,0.000000000000000000e+00
-6.466055206145038703e+00,-4.266438806427546027e+00,7.925090545818495036e-01,0.000000000000000000e+00
-5.021186895866816435e+00,-5.508860591878239177e+00,-1.084017570970263522e+00,0.000000000000000000e+00
-6.145309427967337257e+00,-5.220189105631231286e+00,-1.487612989117881590e-01,0.000000000000000000e+00
-6.208586328131448617e+00,-6.463837228761533105e+00,-1.071222517014744469e+00,0.000000000000000000e+00
-4.993178635305854485e+00,-6.075564418529182831e+00,-1.540358023119788200e+00,0.000000000000000000e+00
-6.937505519314855817e+00,-5.369966747485009684e+00,2.369657042533621916e-01,0.000000000000000000e+00
-5.854722760345373977e+00,-5.398460333647029152e+00,-4.707460763557079764e-01,0.000000000000000000e+00
-7.308043432789466998e+00,-7.579480609604322794e+00,-1.238465067489600058e+00,0.000000000000000000e+00
-2.537329652721085793e+00,-3.806474642168391043e+00,-1.339315811095247666e+00,0.000000000000000000e+00
-4.824038652731096555e+00,-6.352195612528547031e+00,-1.861564583712717269e+00,0.000000000000000000e+00
-5.774329135451430339e+00,-4.317138388603579457e+00,3.152426544207900805e-01,0.000000000000000000e+00
-6.864714576403139645e+00,-6.843769551069233792e+00,-9.497887090071235328e-01,0.000000000000000000e+00
-3.121875093570433801e+00,-5.778761900671872453e+00,-2.495625667671325765e+00,0.000000000000000000e+00
-3.958136696148540246e+00,-7.482726089085425691e+00,-3.284868739581500829e+00,0.000000000000000000e+00
-4.161272132075714225e+00,-3.333419018561555980e+00,5.515078885586675167e-02,0.000000000000000000e+00
-6.085888591912661738e+00,-6.325543003635916151e+00,-1.041885535393858753e+00,0.000000000000000000e+00
-7.268843945059926703e+00,-4.822233969595703940e+00,8.707034982598312878e-01,0.000000000000000000e+00
-7.241102807788060147e+00,-6.234029911633588661e+00,-2.395330125312790936e-01,0.000000000000000000e+00
-7.135031233629831604e+00,-4.239057091847101333e+00,1.237322233825638662e+00,0.000000000000000000e+00
-4.225720142981757022e+00,-5.866248139907561665e+00,-1.864339881231990237e+00,0.000000000000000000e+00
-7.020977325538422242e+00,-4.253238528784748951e+00,1.154123162464545826e+00,0.000000000000000000e+00
-7.119796597331837340e+00,-7.436395810078970214e+00,-1.246928552600022000e+00,0.000000000000000000e+00
-9.054265485279330505e+00,-7.071774116738100524e+00,2.602518723343143492e-01,0.000000000000000000e+00
-8.566099508182817956e+00,-6.996721764033021707e+00,9.214043917418467469e-03,0.000000000000000000e+00
-5.033866544756158135e+00,-6.357588894914384170e+00,-1.732867803301611387e+00,0.000000000000000000e+00
-5.810342587489864208e+00,-6.850814317098233630e+00,-1.622909245465045558e+00,0.000000000000000000e+00
-4.938537536092431068e+00,-3.589098612437839009e+00,3.494595278009409722e-01,0.000000000000000000e+00
-6.347938702131860289e+00,-5.571736114679461060e+00,-2.925311587643859013e-01,0.000000000000000000e+00
-7.666514141367644086e+00,-4.334696431099177794e+00,1.499856531175908447e+00,0.000000000000000000e+00
-6.214403449911290345e+00,-4.758413931958603627e+00,2.523859131187992100e-01,0.000000000000000000e+00
-5.885139775915900096e+00,-5.254002838087828309e+00,-3.396809395169325674e-01,0.000000000000000000e+00
-5.186150907579307301e+00,-6.464898560309245923e+00,-1.719488688704164492e+00,0.000000000000000000e+00
-4.687037456565679605e+00,-6.784945114627096707e+00,-2.283248554310883360e+00,0.000000000000000000e+00
-4.989304606040573908e+00,-6.371066484704032362e+00,-1.771517185896813729e+00,0.000000000000000000e+00
-5.689181680797437579e+00,-6.525057560648017230e+00,-1.447511090865080563e+00,0.000000000000000000e+00
-6.459884090050659999e+00,-7.335870730908719217e+00,-1.587007971697076858e+00,0.000000000000000000e+00
-5.594192756252575727e+00,-5.907631658597198410e+00,-1.029800383933356711e+00,0.000000000000000000e+00
-6.864751992007480652e+00,-6.149807991098740878e+00,-4.126684013268231421e-01,0.000000000000000000e+00
-6.100471588572295545e+00,-6.750345645156203389e+00,-1.361430135939261099e+00,0.000000000000000000e+00
-6.702351762828447690e+00,-7.276253712478101932e+00,-1.387327251807333850e+00,0.000000000000000000e+00
-1.834554459506345658e+00,-4.324241718895617481e+00,-2.185069229814373237e+00,0.000000000000000000e+00
-4.990647672532748658e+00,-4.493894724809398333e+00,-3.178159200103444215e-01,0.000000000000000000e+00
-7.308183217513409602e+00,-7.783098838765122096e+00,-1.395968365229754315e+00,0.000000000000000000e+00
-6.263910242597461320e+00,-5.778420027923625746e+00,-5.057056780818978137e-01,0.000000000000000000e+00
-5.142489519709659618e+00,-7.284767805592925249e+00,-2.381680516257927316e+00,0.000000000000000000e+00
-5.373377589875772742e+00,-5.922068280635699011e+00,-1.180802220947630543e+00,0.000000000000000000e+00
-5.721246544980518323e+00,-6.597588541952037033e+00,-1.483342289523513102e+00,0.000000000000000000e+00
-3.907894857428577229e+00,-5.921915539557839558e+00,-2.108683053030570242e+00,0.000000000000000000e+00
-3.645211880410270222e+00,-6.721858483577213939e+00,-2.894145521405830479e+00,0.000000000000000000e+00
-4.878451863349155815e+00,-5.963161499707327451e+00,-1.526012291203063587e+00,0.000000000000000000e+00
-6.191843075599710033e+00,-5.258767186915581426e+00,-1.491522223117358881e-01,0.000000000000000000e+00
-3.149428917158497931e+00,-3.456285048498112022e+00,-6.806796333386473385e-01,0.000000000000000000e+00
-6.673486185836321027e+00,-7.618422739739690641e+00,-1.670430242206735860e+00,0.000000000000000000e+00
-6.644642698428396166e+00,-6.048656932196009528e+00,-4.737633236480157106e-01,0.000000000000000000e+00
-6.736621886154986250e+00,-4.090337329925432641e+00,1.100137124287885459e+00,0.000000000000000000e+00
-2.289630186187118888e+00,-5.066223692140717105e+00,-2.471160446321650550e+00,0.000000000000000000e+00
-6.664322296619419994e+00,-7.620338285097769671e+00,-1.677715713476449766e+00,0.000000000000000000e+00
-3.564874055533597375e+00,-5.672651402015284283e+00,-2.132976988954140118e+00,0.000000000000000000e+00
-6.207617773199180178e+00,-5.441907048918420031e+00,-2.809055206340567157e-01,0.000000000000000000e+00
-6.834415283372328176e+00,-5.904262762946104637e+00,-2.418372300533482011e-01,0.000000000000000000e+00
-7.692280024184555920e+00,-4.857511041061306045e+00,1.111536278364591013e+00,0.000000000000000000e+00
-5.582436683443287251e+00,-4.567160580377835899e+00,2.226018576072113803e-04,0.000000000000000000e+00
-6.379860930046499234e+00,-6.200420062656215592e+00,-7.588913281282008150e-01,0.000000000000000000e+00
-7.499213527343462360e+00,-5.232151397971114726e+00,6.993236377257424641e-01,0.000000000000000000e+00
-7.600763115335405828e+00,-6.739403959602499938e+00,-4.029204473902185946e-01,0.000000000000000000e+00
-5.937764769727389869e+00,-5.848312692475923669e+00,-7.663272545155717097e-01,0.000000000000000000e+00
-8.759853190081534180e+00,-6.544421872892684178e+00,4.819669994741024865e-01,0.000000000000000000e+00
-4.956562178364195326e+00,-6.353638010358321431e+00,-1.778762033512421015e+00,0.000000000000000000e+00
-6.267131193609285056e+00,-5.830702199578589706e+00,-5.441302185512036926e-01,0.000000000000000000e+00
-6.710496421641650500e+00,-7.307038442866555350e+00,-1.405995812846212223e+00,0.000000000000000000e+00
-5.559299906680753800e+00,-4.762860456042665724e+00,-1.658918267571520555e-01,0.000000000000000000e+00
-7.816563663006899532e+00,-6.625778753947336064e+00,-1.783263281561222879e-01,0.000000000000000000e+00
-7.670837576854196982e+00,-5.030517260477330055e+00,9.640586840748032182e-01,0.000000000000000000e+00
-6.568255037401644181e+00,-7.076603273033010844e+00,-1.317721450999659760e+00,0.000000000000000000e+00
-6.458788427225801598e+00,-7.490660428597839093e+00,-1.707502403171127003e+00,0.000000000000000000e+00
-8.331984838689519890e+00,-7.980191242033786381e+00,-9.001995931016979480e-01,0.000000000000000000e+00
-6.974839026214066706e+00,-4.463344905633851667e+00,9.622932837826356778e-01,0.000000000000000000e+00
-6.903220852162284871e+00,-5.527186346378041293e+00,9.357410124488264869e-02,0.000000000000000000e+00
-6.916500328050068980e+00,-5.176028030789364465e+00,3.737647087376373412e-01,0.000000000000000000e+00
-7.570813137562661055e+00,-6.104877390437501994e+00,6.921056461040622776e-02,0.000000000000000000e+00
-4.754177801489833044e+00,-3.082315632986418308e+00,6.249443629072098938e-01,0.000000000000000000e+00
-5.319292810795380966e+00,-6.646566224714566928e+00,-1.775781219016689061e+00,0.000000000000000000e+00
-3.869086871099099323e+00,-3.224524567345913084e+00,-4.559230478961970312e-02,0.000000000000000000e+00
-8.947176961535021178e+00,-7.297547966783552553e+00,1.770005298464197990e-02,0.000000000000000000e+00
-6.575735330196581074e+00,-6.556894917794433120e+00,-9.107525719258665609e-01,0.000000000000000000e+00
-7.167889015207927095e+00,-7.680203836741035239e+00,-1.405171618015500945e+00,0.000000000000000000e+00
-4.535172416235790926e+00,-7.567667340063271908e+00,-2.985208816491707218e+00,0.000000000000000000e+00
-5.787414559034524508e+00,-4.722743681742502808e+00,9.607661914756622859e-03,0.000000000000000000e+00
-6.536483612027455870e+00,-7.228770437200338961e+00,-1.455611205603307479e+00,0.000000000000000000e+00
-8.205446865393525968e+00,-6.489800343490821355e+00,1.731706948982381922e-01,0.000000000000000000e+00
-7.070780281216734409e+00,-5.857015570248847780e+00,-5.559467146928644826e-02,0.000000000000000000e+00
-7.765731410528667666e+00,-5.193923001049099319e+00,8.976799799726201678e-01,0.000000000000000000e+00
-5.725980041918841579e+00,-5.745372078584733977e+00,-8.207657080577359654e-01,0.000000000000000000e+00
-3.985228742913906608e+00,-6.331082856228829492e+00,-2.376390345606781196e+00,0.000000000000000000e+00
-7.398897691009933553e+00,-6.793577039643574622e+00,-5.726769133375401166e-01,0.000000000000000000e+00
-6.343898630156713736e+00,-6.142585103917649114e+00,-7.369022269781417833e-01,0.000000000000000000e+00
-8.299124118249277871e+00,-8.653461226781589133e+00,-1.442090462129609563e+00,0.000000000000000000e+00
-6.689527118219064761e+00,-5.634357267273243153e+00,-1.246905631183285318e-01,0.000000000000000000e+00
-5.189022390394173456e+00,-4.480118166779692324e+00,-1.815350843838791639e-01,0.000000000000000000e+00
-2.589328971126893641e+00,-4.757509804082346250e+00,-2.042448482975387947e+00,0.000000000000000000e+00
-3.473705858135689439e+00,-4.834154038309866230e+00,-1.541746981813579387e+00,0.000000000000000000e+00
-2.424229336166921822e+00,-3.429948068746807799e+00,-1.119519715783753755e+00,0.000000000000000000e+00
-4.172503912080371080e+00,-4.974350041352429308e+00,-1.207747366171496139e+00,0.000000000000000000e+00
-6.338778506984874106e+00,-6.082456426995492826e+00,-6.936074540659812326e-01,0.000000000000000000e+00
-6.213022058145378779e+00,-5.274111086083719258e+00,-1.476164129640393785e-01,0.000000000000000000e+00
-7.212092562796945217e+00,-6.346934967828789631e+00,-3.452870883235107380e-01,0.000000000000000000e+00
-6.113945384340505385e+00,-5.463595640717226587e+00,-3.570084610951708703e-01,0.000000000000000000e+00
-3.590283904476736065e+00,-5.405965198991815157e+00,-1.910482778931783754e+00,0.000000000000000000e+00
-4.382136167830864792e+00,-7.335520709875194001e+00,-2.902445573341387419e+00,0.000000000000000000e+00
-4.963196470332984056e+00,-4.187270460345197343e+00,-9.788497103631085827e-02,0.000000000000000000e+00
-7.955691512668273901e+00,-6.536063831360273468e+00,-2.078979688959045266e-02,0.000000000000000000e+00
-4.694941976023794261e+00,-8.117187666658349343e+00,-3.309341961330029225e+00,0.000000000000000000e+00
-4.865202368891275775e+00,-5.250711133949737430e+00,-9.829962108974348300e-01,0.000000000000000000e+00
-3.739177693786766454e+00,-7.683310402129471584e+00,-3.578765547580128548e+00,0.000000000000000000e+00
-3.784807233175419672e+00,-6.457893770381383902e+00,-2.601451052180620671e+00,0.000000000000000000e+00
-7.303866856343271152e+00,-7.594556902686520061e+00,-1.252778240605125104e+00,0.000000000000000000e+00
-7.484409484346772778e+00,-5.658774871302635567e+00,3.597608070552406057e-01,0.000000000000000000e+00
-7.353972301084643171e+00,-5.241494370151059456e+00,6.001203430404308259e-01,0.000000000000000000e+00
-7.634114275727442056e+00,-7.615737164356272793e+00,-1.060045712634470227e+00,0.000000000000000000e+00
-6.649750580979683967e+00,-5.658287382258602172e+00,-1.683994568275735682e-01,0.000000000000000000e+00
-6.412792496826680733e+00,-5.998840341373655072e+00,-5.820237188926004057e-01,0.000000000000000000e+00
-4.379667708345595045e+00,-4.542542066203401951e+00,-7.423624873824041792e-01,0.000000000000000000e+00
-7.002758736101696968e+00,-7.351791815758613069e+00,-1.255561470275835090e+00,0.000000000000000000e+00
-5.646728764618064389e+00,-5.400273845531533112e+00,-6.038593153570519512e-01,0.000000000000000000e+00
-8.709428372760315895e+00,-7.332369167155274425e+00,-1.598014602025511766e-01,0.000000000000000000e+00
-7.218650783102746438e+00,-6.367655770294911477e+00,-3.571711917030506167e-01,0.000000000000000000e+00
-6.826082188073067769e+00,-5.230354179172893581e+00,2.744624065003939406e-01,0.000000000000000000e+00
-9.277815810857759971e+00,-8.215418351711793576e+00,-4.833194168347969000e-01,0.000000000000000000e+00
-6.605354059912695419e+00,-6.269649326901539865e+00,-6.696810512346816902e-01,0.000000000000000000e+00
-8.558072424253843735e+00,-6.976632634238171704e+00,1.967911966739228566e-02,0.000000000000000000e+00
-6.818266890510661149e+00,-6.551779006390545668e+00,-7.532129256318162991e-01,0.000000000000000000e+00
-6.095373143113379300e+00,-6.804191383036059193e+00,-1.406332966138515994e+00,0.000000000000000000e+00
-3.465251415120389922e+00,-5.168068755331793440e+00,-1.805536387176975399e+00,0.000000000000000000e+00
-7.203770210310262101e+00,-6.002927661386731728e+00,-8.431015062181562714e-02,0.000000000000000000e+00
-5.200415518912421931e+00,-4.462995859086932526e+00,-1.610685898388495574e-01,0.000000000000000000e+00
-6.546923415960057113e+00,-5.130883992186736187e+00,1.746741997876764818e-01,0.000000000000000000e+00
-5.189342304312776655e+00,-4.129263683071670243e+00,9.021388582304641635e-02,0.000000000000000000e+00
-3.900628596112617252e+00,-5.560142151363338670e+00,-1.833287169839069808e+00,0.000000000000000000e+00
-6.153235107735166132e+00,-5.406085006053089614e+00,-2.876179479927922222e-01,0.000000000000000000e+00
-5.439543989057940010e+00,-3.926683621596156026e+00,4.054393650417494888e-01,0.000000000000000000e+00
-6.081192695082050292e+00,-6.495282778914495125e+00,-1.176230492768138847e+00,0.000000000000000000e+00
-7.318921176013938990e+00,-7.585236744409472820e+00,-1.236031871954794026e+00,0.000000000000000000e+00
-5.547338952775100474e+00,-6.941530134085379444e+00,-1.859663254651845010e+00,0.000000000000000000e+00
-4.944337736109778447e+00,-7.451446579673804749e+00,-2.636159967662409009e+00,0.000000000000000000e+00
-5.227663874842734870e+00,-4.543134084532195693e+00,-2.058374656699577809e-01,0.000000000000000000e+00
-6.588644364576000001e+00,-5.887423551877041916e+00,-3.844358332617059393e-01,0.000000000000000000e+00
-4.751189172391890203e+00,-5.006621296028106016e+00,-8.662785637880704437e-01,0.000000000000000000e+00
-5.076787603844309160e+00,-4.712186679628088015e+00,-4.322175120429860296e-01,0.000000000000000000e+00
-4.314999824955038754e+00,-3.721037968021348341e+00,-1.475035418478121696e-01,0.000000000000000000e+00
-4.208074548633830680e+00,-3.465856468717951611e+00,-1.771308354059017431e-02,0.000000000000000000e+00
-5.506202860515764463e+00,-8.122025831174680022e+00,-2.799365444254342528e+00,0.000000000000000000e+00
-3.668510054877591298e+00,-5.742176593820441433e+00,-2.121160287414558976e+00,0.000000000000000000e+00
-4.699549556148898688e+00,-6.701435099941855711e+00,-2.210692234597108285e+00,0.000000000000000000e+00
-5.156691230908341694e+00,-6.222626500279568873e+00,-1.550635440007986254e+00,0.000000000000000000e+00
-3.333211093327168140e+00,-5.214814323990254685e+00,-1.925328382842799169e+00,0.000000000000000000e+00
-5.631327341719106983e+00,-8.564704693146103054e+00,-3.062746430695853395e+00,0.000000000000000000e+00
-5.927361836143221652e+00,-5.499646358145423797e+00,-5.030619307490479253e-01,0.000000000000000000e+00
-5.172818288159528599e+00,-4.765011246886730945e+00,-4.122912131174070738e-01,0.000000000000000000e+00
-6.542758027445739089e+00,-5.993901755477329729e+00,-4.959023788715720138e-01,0.000000000000000000e+00
-5.308443016879440535e+00,-8.671177239644446644e+00,-3.349614191593190071e+00,0.000000000000000000e+00
-5.253449135457347374e+00,-6.328953457246190517e+00,-1.571657202787845264e+00,0.000000000000000000e+00
-7.245820980920123056e+00,-5.716167438338068507e+00,1.642581541874729989e-01,0.000000000000000000e+00
-3.577878574204493400e+00,-4.516952516123475370e+00,-1.230280447870511162e+00,0.000000000000000000e+00
