x,y,label
0.607768,-0.523407,1
1.811196,0.014706,1
-0.010329,0.133573,1
0.206601,-0.156116,1
1.016797,-0.478953,1
0.192203,-0.216420,1
1.795634,-0.078149,1
1.683580,-0.226924,1
1.982448,0.422795,1
1.858665,0.379044,1
0.627173,0.844364,0
0.833107,0.754940,0
0.140156,0.987340,0
-0.233474,0.074361,1
-0.951543,0.455156,0
2.002554,0.402675,1
0.098566,0.904462,0
0.919936,-0.024625,0
0.727576,0.841168,0
-0.829026,0.709238,0
0.204845,1.009772,0
1.202603,-0.565105,1
0.675726,-0.310608,1
-0.969505,0.277951,0
0.907800,0.456377,0
1.066749,-0.515328,1
1.138403,-0.508661,1
1.102146,0.459355,0
2.051206,0.529908,1
-0.041539,0.425882,1
-0.758016,0.218149,0
0.919834,-0.426844,1
1.020259,-0.550448,1
0.280236,1.165660,0
-0.761751,0.815384,0
0.101182,0.107358,1
0.167028,0.922833,0
-1.012632,0.457765,0
1.971524,0.215177,1
2.059212,0.324181,1
0.720511,-0.341608,1
1.276932,-0.598561,1
-1.060488,0.480812,0
-0.605115,0.588035,0
0.860717,0.552298,0
0.343401,1.075003,0
-0.898894,0.419821,0
-0.500426,0.639980,0
1.429881,-0.292804,1
-0.002617,0.256442,1
0.566409,0.823232,0
0.073772,0.909508,0
0.075145,0.491628,1
0.201921,0.917094,0
2.033027,0.066390,1
0.017628,0.589912,1
1.016086,0.078103,0
-0.644019,0.710940,0
-0.291552,0.666825,0
0.015743,0.313293,1
0.512473,0.932824,0
-0.855036,0.385681,0
0.088484,0.450539,1
0.254089,-0.096329,1
0.792929,0.059186,0
0.945261,-0.540511,1
0.824281,0.547173,0
1.875247,-0.016922,1
0.982181,-0.557506,1
0.705783,0.759097,0
1.964996,0.319473,1
0.175031,-0.064387,1
0.805489,-0.603341,1
0.456439,-0.336094,1
-1.131788,0.237344,0
0.929005,0.509771,0
-0.043722,0.264332,1
0.809112,0.636385,0
0.093102,1.082525,0
1.493868,-0.400989,1
0.783235,0.562732,0
-0.065058,1.034494,0
-0.080947,0.478692,1
0.682792,0.755034,0
-0.953766,0.616077,0
-0.330614,1.010137,0
-0.924220,0.467782,0
-0.641795,0.814659,0
1.954396,-0.075003,1
-1.065740,0.233522,0
0.580943,-0.483710,1
0.229522,-0.133173,1
-0.798017,0.729866,0
-0.251263,0.972703,0
1.161195,-0.491317,1
0.829905,0.596045,0
0.380621,-0.330844,1
0.908148,-0.511182,1
0.296615,-0.420039,1
1.650623,-0.288409,1
-0.016106,0.977578,0
0.866406,0.649310,0
-0.150762,1.196359,0
0.017388,1.122091,0
-0.301355,1.110985,0
-1.055352,0.102214,0
-0.754341,0.184445,0
0.646200,-0.415528,1
-0.897107,0.467875,0
-0.242942,1.120111,0
-0.640979,0.606962,0
0.347213,0.923395,0
1.563943,-0.152596,1
2.037180,0.455887,1
0.884395,0.669838,0
1.888774,0.198029,1
1.591468,-0.505959,1
1.350273,-0.289104,1
1.492006,-0.203245,1
-0.799374,0.726770,0
0.612807,0.799844,0
0.334954,-0.341320,1
0.412692,-0.077336,1
-0.763654,0.517406,0
1.752295,0.046520,1
0.199456,0.084041,1
-0.873790,0.536521,0
1.013552,0.199815,0
0.549529,0.879184,0
1.437218,-0.480754,1
0.483713,0.985685,0
0.093824,1.124992,0
-0.551136,0.718378,0
0.649398,-0.452691,1
-0.926746,0.500646,0
0.601944,-0.318088,1
1.560053,-0.385374,1
1.582560,-0.374602,1
0.789368,-0.402542,1
1.868342,-0.212502,1
0.782627,0.638270,0
0.543815,1.088847,0
-0.810553,0.409149,0
-1.002130,0.257223,0
0.476849,0.867885,0
0.454864,1.049430,0
1.711243,0.135286,1
2.053104,0.617498,1
0.889500,-0.519320,1
0.704174,-0.302240,1
-0.340242,0.923342,0
0.374304,-0.125893,1
-1.022370,0.648596,0
-0.085311,0.521349,1
1.977432,-0.136560,1
0.863790,0.640113,0
1.084014,-0.496455,1
1.885884,-0.348281,1
-0.032640,0.335932,1
-0.768410,0.777187,0
-0.471811,0.708065,0
-0.160781,0.200293,1
-0.089569,0.548797,1
-0.541210,0.771829,0
0.490863,0.846192,0
1.485072,-0.392692,1
0.520468,0.712762,0
-0.921337,0.556478,0
0.307732,0.998679,0
-0.706782,0.686935,0
0.082916,0.505303,1
0.063025,0.890796,0
-0.065024,0.998952,0
-1.111406,0.427908,0
0.517884,0.952806,0
-0.869567,0.612585,0
1.383782,-0.401220,1
-0.199075,0.745163,0
1.342554,-0.334484,1
0.065016,1.052313,0
0.193026,0.086109,1
0.249704,0.978190,0
0.104514,1.157864,0
-0.900174,0.471993,0
2.051568,0.249463,1
0.532202,1.035013,0
1.831444,0.167680,1
-0.957104,0.047007,0
1.351494,-0.485021,1
0.006738,0.885378,0
1.530399,-0.149580,1
-0.786999,0.648688,0
0.010831,0.072461,1
0.236568,0.937227,0
-0.384858,0.862673,0
0.956417,-0.356620,1
1.180862,-0.263696,1
0.968479,-0.597470,1
0.023034,0.460408,1
-0.990630,0.558892,0
1.778231,-0.208220,1
0.847584,-0.464514,1
0.335213,0.896889,0
0.824553,0.750406,0
-0.770311,0.818932,0
0.755986,0.696655,0
0.119015,1.047969,0
1.851016,0.073803,1
-0.119913,0.979644,0
0.386584,-0.141618,1
0.673377,0.916346,0
1.029057,0.387812,0
-0.881129,0.221294,0
0.105357,-0.098310,1
-0.112353,0.787028,0
1.538788,-0.292791,1
0.212391,0.302538,1
0.909758,0.300342,0
0.854151,-0.015628,0
-0.722395,0.860324,0
-1.082097,0.435276,0
0.992759,0.522167,0
1.001208,-0.552332,1
-0.787092,0.481647,0
-0.225177,0.548543,1
-0.436596,0.894937,0
0.602384,-0.187580,1
-0.011023,1.006158,0
0.100295,-0.021758,1
0.371396,0.886298,0
1.156380,0.071274,0
-0.866815,0.463914,0
1.031678,-0.477022,1
0.721130,0.873249,0
0.913239,-0.352222,1
1.964022,0.223640,1
0.505392,-0.356189,1
0.671147,-0.294372,1
0.268076,-0.194393,1
0.304138,-0.322742,1
1.804137,-0.215437,1
-0.393801,0.906740,0
-0.241108,0.946321,0
0.857819,0.281996,0
0.033316,-0.011114,1
-0.130226,0.322339,1
2.075168,0.371377,1
-0.738304,0.074800,0
1.626283,-0.117279,1
0.315979,-0.348063,1
0.212303,0.127065,1
-0.758271,0.707842,0
-1.006318,0.009153,0
0.416642,-0.324685,1
0.315230,-0.300534,1
0.822146,-0.279837,1
1.174159,-0.475425,1
1.929261,0.085677,1
0.425970,-0.224326,1
1.772847,-0.432291,1
1.751688,0.016713,1
0.296823,-0.309820,1
-0.739872,0.798262,0
0.081041,0.278179,1
1.905900,0.209614,1
-0.953786,0.187975,0
0.884437,0.275881,0
0.800989,-0.468567,1
-0.163793,0.836125,0
-0.994637,0.031134,0
0.498669,0.818618,0
0.258583,1.076678,0
1.640618,-0.327156,1
1.045233,-0.414532,1
0.263890,-0.134965,1
-0.220968,0.379202,1
0.459557,0.761456,0
-0.333825,0.683316,0
1.956659,0.219244,1
-0.101021,0.389567,1
0.621321,0.792897,0
0.857285,0.611410,0
1.091797,0.090632,0
1.832380,0.043135,1
1.625819,-0.332097,1
-0.733607,0.729650,0
0.398738,0.780344,0
0.504010,-0.295652,1
0.940029,0.330862,0
1.916597,0.706323,1
0.305007,0.412762,1
-0.549036,0.904920,0
0.084081,0.213617,1
0.951537,-0.490633,1
0.003191,0.143540,1
1.819488,0.265036,1
0.772811,0.589676,0
2.011104,0.351219,1
0.564456,-0.484845,1
1.147331,-0.366008,1
0.082115,1.157806,0
-0.015638,0.123600,1
0.370760,0.882672,0
-0.882953,-0.029419,0
0.411250,0.742292,0
0.847457,0.737907,0
0.788418,-0.513508,1
0.170264,-0.253383,1
0.957201,-0.537167,1
1.340360,-0.649099,1
0.632275,-0.464756,1
0.181749,1.144099,0
0.868513,-0.514446,1
1.465808,-0.339134,1
2.052105,0.146922,1
0.452350,0.720168,0
1.002763,0.033905,0
0.662583,-0.392336,1
1.134640,-0.485830,1
0.737844,0.670932,0
0.223604,-0.037701,1
2.045154,0.213519,1
-0.340592,0.955515,0
0.924800,-0.415192,1
1.706475,-0.167922,1
0.132357,-0.157600,1
-0.180257,0.845428,0
-0.296044,0.829081,0
0.356942,0.950036,0
0.897290,-0.391034,1
1.356911,-0.303183,1
0.188012,0.521896,1
-0.691312,0.545893,0
0.758651,-0.346439,1
2.052677,0.436391,1
0.880068,0.075089,0
0.810767,0.586069,0
-0.373577,0.829554,0
0.190105,0.243820,1
0.982844,-0.492947,1
-0.350405,1.001760,0
1.041205,0.211360,0
0.386301,1.103815,0
0.556001,0.543265,0
0.815186,0.968256,0
0.966691,0.080024,0
0.286593,0.237325,1
1.365563,-0.312960,1
0.069143,0.376162,1
0.155896,-0.129228,1
1.663574,-0.455968,1
1.519441,-0.573812,1
-0.245312,0.808733,0
0.173498,0.336072,1
1.940758,0.245294,1
0.672617,0.606444,0
1.949147,0.236772,1
1.145637,-0.638394,1
-0.096360,0.966772,0
1.329211,-0.590572,1
1.089701,-0.591091,1
1.222058,-0.353433,1
1.000225,-0.387504,1
0.679683,0.658244,0
-1.100002,0.048335,0
0.259292,0.675674,0
1.611841,-0.516159,1
0.691587,-0.429947,1
0.778733,0.547590,0
-0.845056,0.461623,0
1.035226,-0.572625,1
-0.225673,0.678553,0
0.265934,-0.380951,1
-0.238661,0.936555,0
-0.236625,0.954464,0
1.964795,0.226137,1
1.902561,0.104679,1
0.275495,-0.124920,1
0.165039,-0.437820,1
0.355016,1.051324,0
-0.109625,0.925241,0
0.429283,-0.324172,1
1.245123,-0.219786,1
0.981494,-0.061809,0
0.942511,0.510593,0
-0.862241,0.661713,0
1.782343,0.014203,1
2.197884,0.373124,1
0.815596,0.320154,0
-0.007480,0.182769,1
1.116534,0.310202,0
0.064416,0.049023,1
0.351816,-0.218829,1
-0.241391,0.888677,0
0.132018,-0.163783,1
0.513368,-0.402856,1
-0.036781,0.937949,0
0.998317,-0.082791,0
1.588534,-0.155059,1
0.501982,-0.102487,1
0.535585,0.816531,0
-0.766144,0.775701,0
-0.362129,0.954517,0
0.623507,-0.370652,1
0.575789,-0.538868,1
0.056216,0.029672,1
0.770180,0.333006,0
2.046139,-0.087584,1
1.031307,-0.513021,1
0.563158,0.722454,0
1.839694,-0.117584,1
1.053717,0.092592,0
0.803736,0.611342,0
-0.831037,0.031351,0
0.544884,-0.486026,1
0.641410,0.520823,0
1.860861,-0.101250,1
0.339483,-0.333807,1
-0.409809,0.995564,0
-0.031951,0.872601,0
-0.774972,0.718875,0
0.322074,-0.155108,1
-0.445992,0.711875,0
0.146706,-0.008749,1
0.172105,-0.011467,1
-0.691640,0.409125,0
1.014597,-0.319938,1
1.910333,0.136101,1
0.297866,-0.441914,1
-0.435285,1.070835,0
0.552895,-0.401231,1
-0.005219,-0.071847,1
0.203111,0.823858,0
-0.911803,0.362762,0
0.864229,0.301942,0
1.088240,-0.691028,1
0.589178,0.693132,0
0.417053,0.946004,0
-0.889856,0.397424,0
0.723770,0.453780,0
1.355458,-0.398978,1
-1.095807,0.022880,0
0.711153,0.105023,0
-1.053677,0.137099,0
1.562624,-0.290278,1
0.431354,-0.500803,1
-1.135830,0.285121,0
0.325089,0.746290,0
1.663282,-0.318585,1
-0.417154,0.870779,0
1.688508,-0.321407,1
0.984569,0.367770,0
1.074356,0.250236,0
0.863221,-0.674641,1
0.025753,-0.074549,1
0.187569,-0.146212,1
-0.202229,1.000904,0
-0.075387,0.536929,1
0.403030,0.780474,0
1.920289,0.382962,1
0.175502,1.186020,0
1.247455,-0.497600,1
-0.708681,0.781853,0
0.889589,0.651787,0
-0.568530,0.736263,0
0.189369,0.934864,0
0.215803,-0.311097,1
0.254635,-0.065507,1
2.002517,0.219565,1
0.750931,-0.406607,1
1.262417,-0.387990,1
0.318993,-0.475411,1
0.596475,0.779823,0
1.016616,-0.064035,0
-0.053671,0.975895,0
0.583768,0.710720,0
1.836240,-0.082368,1
0.164002,-0.005750,1
1.014777,0.220448,0
-0.335104,1.010005,0
0.044339,0.996166,0
0.797633,0.614732,0
-0.515833,0.865816,0
0.884115,0.377262,0
-0.320413,0.953018,0
-0.107987,0.940788,0
0.113908,0.490215,1
-0.644577,0.683030,0
-0.728156,0.407739,0
1.348088,-0.508807,1
0.206726,0.980354,0
-0.808978,0.440385,0
0.207326,-0.174357,1
1.679981,-0.254272,1
-0.035671,0.064653,1
0.795246,-0.489404,1
1.789090,-0.132701,1
1.105714,0.388262,0
0.025895,1.014694,0
1.926164,0.020087,1
0.902225,-0.022268,0
0.982701,0.324741,0
0.107107,0.270835,1
-0.396185,0.901283,0
-0.705444,0.852997,0
0.454791,-0.224037,1
1.818399,0.040590,1
0.412203,-0.431544,1
0.876294,0.478053,0
0.632508,-0.466165,1
0.484972,0.762425,0
-0.244292,1.092639,0
1.364528,-0.421900,1
-0.494681,0.870671,0
1.767911,-0.351015,1
-0.470147,0.798180,0
0.910208,-0.670930,1
1.674377,-0.216904,1
1.299616,-0.465303,1
-0.918401,0.409524,0
0.048554,1.221769,0
-0.063502,1.297971,0
0.773995,0.698497,0
-0.560045,0.825193,0
1.695134,-0.216151,1
-0.827739,0.548171,0
0.301969,-0.230224,1
1.062541,0.137312,0
-0.621462,0.854213,0
-0.452395,0.683668,0
1.996252,0.130327,1
1.113001,0.141164,0
1.563056,-0.544081,1
-0.613784,0.971209,0
0.777470,-0.488940,1
0.639605,-0.436378,1
2.027372,0.257675,1
1.522183,-0.602216,1
1.772317,-0.247023,1
0.834334,0.391614,0
1.484231,-0.201376,1
1.100407,-0.376520,1
0.217280,0.900914,0
0.814457,0.810602,0
0.853243,0.220484,0
-1.065495,-0.091098,0
-0.050539,1.050541,0
1.041235,0.051880,0
-0.433431,0.828143,0
0.197053,-0.047999,1
0.850829,0.321068,0
0.029668,-0.071314,1
1.039503,-0.059759,0
0.146721,-0.272412,1
0.545703,0.996951,0
-0.149537,1.130200,0
-0.868336,0.186908,0
-0.933076,0.354140,0
0.079430,0.272689,1
-1.173542,0.079310,0
-0.500816,0.924240,0
0.763767,0.885969,0
0.050475,0.230077,1
1.083455,-0.138803,0
0.668898,0.769730,0
-0.897359,0.388460,0
1.530439,-0.289058,1
-0.184292,1.039432,0
0.080545,-0.246094,1
0.592354,0.806135,0
0.965589,0.406471,0
0.985636,0.455896,0
1.791286,-0.285853,1
1.542368,-0.368448,1
0.649761,0.529594,0
-0.411235,0.741069,0
-0.123748,0.990398,0
0.600262,-0.317515,1
0.593092,-0.207302,1
2.100251,0.091535,1
0.497404,-0.383119,1
-0.431430,1.009227,0
-0.015492,0.027070,1
0.232099,0.972544,0
2.065346,0.530401,1
1.123758,-0.418362,1
0.771695,0.613716,0
0.619611,0.748612,0
0.281953,-0.052017,1
-1.026716,-0.180802,0
0.969598,0.244882,0
-0.383656,0.837064,0
-0.329221,0.798382,0
1.988810,0.533762,1
0.340754,-0.395517,1
0.701881,0.493322,0
0.698310,0.645957,0
0.048362,0.447694,1
1.629999,-0.166647,1
0.976306,0.111772,0
0.915780,-0.375201,1
-0.912408,0.227477,0
0.904548,0.264717,0
2.127251,0.278130,1
-0.931238,-0.009215,0
0.196110,-0.323239,1
0.986531,0.656119,0
0.164801,1.021973,0
0.460264,0.931940,0
1.789972,-0.333443,1
1.688751,-0.239325,1
0.495600,0.816594,0
0.982779,0.134457,0
0.183641,0.877058,0
0.528204,0.860053,0
-0.783284,0.820770,0
0.124462,1.007846,0
-0.060251,1.060292,0
0.744953,-0.346531,1
0.339018,-0.268369,1
0.856457,0.341995,0
1.735071,-0.208451,1
-0.115443,0.554099,1
0.569731,0.671845,0
0.430491,0.747303,0
-0.011223,0.215646,1
2.134582,0.552294,1
0.161856,0.920398,0
1.218887,-0.578201,1
-0.605862,0.527572,0
0.080992,0.109878,1
0.705748,0.343771,0
-0.144580,1.077921,0
1.412599,-0.328798,1
-0.925113,0.160978,0
0.961844,0.586543,0
0.530956,-0.468946,1
-0.103290,1.107488,0
1.864475,-0.011373,1
-0.951900,0.252536,0
0.957081,0.370830,0
1.824567,0.050701,1
0.143947,-0.004900,1
1.554464,-0.154031,1
0.020844,0.281271,1
0.742103,0.678682,0
1.522126,-0.178370,1
-0.012889,1.233429,0
-1.050005,-0.089864,0
0.720397,0.907256,0
-1.150214,0.255347,0
-0.964323,0.647277,0
0.719416,0.699083,0
0.801264,0.955031,0
1.650955,-0.335437,1
0.994469,0.140270,0
-0.019712,-0.149138,1
0.191087,-0.122323,1
-0.920126,0.283865,0
1.934463,0.444978,1
1.109496,-0.487714,1
-0.054948,0.370024,1
-0.843212,0.357753,0
-0.314606,0.925041,0
0.947576,0.193991,0
0.295735,-0.270075,1
0.240139,-0.043451,1
1.336647,-0.480341,1
0.210353,-0.002336,1
-0.796693,0.461672,0
0.714064,-0.423171,1
0.729433,0.725026,0
0.000846,-0.026221,1
-0.105187,1.038871,0
1.736645,-0.213393,1
-0.149502,1.034095,0
0.487578,0.768205,0
1.011418,-0.381127,1
0.037889,0.850202,0
1.602722,-0.132985,1
0.990752,0.169192,0
0.377346,0.978288,0
0.282245,-0.188270,1
1.211552,-0.031257,0
-0.155514,0.541743,0
-0.119524,1.029311,0
-0.171079,0.914579,0
0.681328,0.733432,0
0.657738,0.747361,0
-0.041292,1.023923,0
-0.480098,0.987122,0
0.096343,-0.049315,1
-0.225806,0.895715,0
0.961897,0.494900,0
1.067778,0.021840,0
-0.929306,0.213449,0
-0.873118,0.494452,0
-0.613829,0.653450,0
1.625684,-0.388423,1
1.633047,-0.137734,1
0.222090,-0.348386,1
-0.111964,0.225657,1
-0.753545,0.484734,0
0.924241,0.200566,0
0.966565,0.173834,0
-0.109982,1.082802,0
-0.846061,0.678686,0
1.651871,-0.469437,1
1.379363,-0.426352,1
-0.685402,0.792736,0
0.211433,-0.286090,1
-0.987270,0.517386,0
1.979793,0.214487,1
1.378806,-0.589504,1
-0.973473,0.260893,0
0.067045,0.193339,1
0.902837,0.479452,0
1.418358,-0.401472,1
0.986420,-0.559423,1
-0.030533,0.015843,1
0.790452,-0.269433,1
0.820770,-0.496407,1
-0.022709,0.990107,0
1.445682,-0.466314,1
0.301852,0.950355,0
0.714102,-0.507607,1
1.124278,-0.450068,1
-1.180367,-0.114000,0
0.449171,0.940495,0
-0.782836,0.708729,0
-0.155496,0.980261,0
0.528763,0.522815,0
0.076620,0.177814,1
0.343479,0.955324,0
-0.178063,0.999840,0
0.330966,1.013051,0
-0.155284,0.931900,0
1.045473,0.300847,0
2.050474,0.209047,1
0.672821,-0.504295,1
0.051793,0.044231,1
0.161071,-0.034206,1
-0.569975,0.883215,0
0.849742,-0.448672,1
1.156984,0.400282,0
0.914294,-0.489864,1
0.931330,0.205456,0
0.957700,0.275958,0
1.003220,0.400104,0
0.837849,-0.487888,1
0.360763,-0.106934,1
0.633117,0.835087,0
0.674434,0.724836,0
-0.157152,0.870268,0
-0.670038,0.841285,0
-0.908041,0.722053,0
-0.786943,0.729490,0
0.760022,0.581633,0
0.285067,0.943397,0
1.123821,0.562490,0
0.456517,0.850708,0
0.128062,0.854040,0
0.689522,0.740548,0
1.908937,0.395661,1
0.452407,0.924642,0
-0.736408,0.619498,0
0.655370,-0.562336,1
1.113395,-0.555402,1
0.790842,-0.615311,1
-0.916013,0.184359,0
1.953680,0.141464,1
0.817240,0.449163,0
0.765170,0.137069,0
-0.061594,0.928433,0
0.695809,0.760835,0
-0.950167,0.042704,0
-1.125750,0.401456,0
0.116580,-0.175764,1
1.898425,0.510618,1
-0.709037,0.772602,0
0.575193,-0.399873,1
1.811895,0.421943,1
0.545659,-0.277483,1
0.025119,0.323736,1
1.819341,0.072191,1
-0.658420,0.510055,0
1.331934,-0.505381,1
1.019229,0.753315,0
1.622732,0.066302,1
-0.597923,0.823227,0
0.128393,0.916900,0
-1.043965,0.240621,0
1.998525,0.344798,1
-0.889578,0.269967,0
0.623440,-0.342653,1
0.941880,-0.575562,1
1.903945,0.008081,1
0.333422,-0.304612,1
-0.917300,0.516307,0
0.042723,0.747346,0
-0.969027,0.190850,0
-0.708420,0.593733,0
0.997776,-0.016898,0
-0.008532,0.924149,0
1.760178,-0.075962,1
2.020022,0.374576,1
0.818007,-0.612767,1
1.746009,-0.217874,1
1.612091,-0.366469,1
-0.411516,0.808182,0
0.737333,0.887555,0
1.872116,-0.038643,1
-0.895094,0.403185,0
0.035071,1.088536,0
0.062305,-0.123470,1
0.108840,-0.056556,1
0.893026,0.191606,0
0.471651,0.908034,0
0.021519,0.787408,0
0.871390,-0.390491,1
0.092862,0.926790,0
-0.734123,0.469962,0
1.149718,0.332678,0
0.673465,0.523624,0
0.217279,0.864716,0
-0.788584,0.702732,0
-0.790015,0.700124,0
1.635120,-0.455470,1
1.005796,-0.635209,1
0.413488,-0.240460,1
0.333107,0.901892,0
-0.377539,0.910237,0
-0.208862,0.867194,0
-0.548350,0.761095,0
0.468304,-0.325374,1
0.017463,0.911251,0
-0.266559,0.921616,0
-0.078488,0.803860,0
1.826983,-0.003908,1
-0.022911,0.129261,1
-0.397505,0.919676,0
1.712902,0.036054,1
1.364643,-0.434464,1
-0.147340,1.084179,0
-0.101671,0.934616,0
0.737293,-0.399754,1
-0.997423,0.362772,0
1.393782,-0.318628,1
-0.811708,0.671366,0
0.637863,0.648030,0
-0.004104,-0.014256,1
0.821337,-0.070736,0
1.590635,-0.121850,1
-0.721688,0.541252,0
0.404200,0.770487,0
0.427386,-0.440933,1
0.034094,0.195705,1
0.620113,0.702198,0
1.980225,0.015258,1
0.251955,0.015883,1
0.248749,1.016467,0
1.524102,-0.494562,1
0.004572,0.186008,1
0.192512,-0.143843,1
0.734074,0.728835,0
1.910193,0.326284,1
0.654245,0.970017,0
0.533487,0.830499,0
-0.897921,0.367583,0
0.595158,-0.404901,1
0.912056,-0.552318,1
-0.867000,0.297466,0
0.267892,0.044443,1
-0.309626,1.129152,0
-0.123500,0.930735,0
-0.811650,0.816889,0
1.924551,0.072062,1
0.275615,0.229002,1
-0.052034,-0.057235,1
0.002199,1.107211,0
1.453583,-0.380007,1
1.898237,0.042556,1
1.043715,0.184131,0
0.006040,0.414829,1
-0.987785,0.439214,0
0.312735,-0.287087,1
-0.902281,0.480441,0
0.234044,-0.092855,1
0.853559,0.197138,0
0.074303,0.842047,0
1.923581,-0.171354,1
-1.012111,0.027915,0
0.056982,0.994298,0
-0.016887,1.028993,0
0.182091,0.809572,0
0.960088,0.154187,0
-0.069437,0.554891,1
0.207348,-0.001350,1
0.394206,0.877415,0
0.874509,0.277137,0
1.966499,0.116928,1
-1.164266,0.052002,0
0.296527,0.942617,0
0.298725,-0.182232,1
0.889784,-0.387501,1
2.090710,0.217381,1
0.998438,-0.621686,1
0.927200,-0.511368,1
-0.535388,0.883569,0
-0.855893,0.324728,0
1.861317,0.339296,1
0.303182,0.928353,0
-0.049577,0.527733,1
-1.028113,0.265099,0
0.997702,0.308239,0
1.356088,-0.240575,1
1.175699,-0.613969,1
-0.438293,0.847067,0
-1.099048,0.045979,0
-0.035542,0.322923,1
2.081095,0.330590,1
-0.052568,0.166795,1
0.561952,-0.193757,1
1.427994,-0.522353,1
-0.785284,0.598281,0
-0.075396,0.380473,1
1.006433,-0.560883,1
-0.677522,0.799046,0
0.449253,-0.297221,1
-0.825324,0.459942,0
0.216951,1.013488,0
0.890963,0.021771,0
1.360788,-0.261563,1
-0.661179,0.587036,0
1.087182,-0.302969,1
0.928023,-0.490161,1
0.201002,0.907650,0
1.063333,-0.438868,1
0.520455,-0.482080,1
-0.942519,0.212924,0
-0.616335,0.554850,0
0.993684,-0.578733,1
1.876714,0.504385,1
-0.721791,0.399811,0
0.186212,-0.248046,1
0.324906,0.917232,0
0.371893,1.042618,0
0.301343,-0.387722,1
0.345006,-0.107575,1
0.798879,0.799931,0
0.835497,0.659839,0
0.573912,1.067711,0
0.870565,-0.588549,1
-1.107624,0.413341,0
0.952877,-0.350730,1
-0.146407,1.117326,0
0.773169,-0.432909,1
2.041328,0.454860,1
0.295546,1.079479,0
0.900564,-0.389280,1
1.023607,0.227616,0
0.987105,0.534458,0
1.096699,0.190014,0
0.345230,-0.238057,1
0.430101,-0.188535,1
0.791785,-0.651151,1
0.679387,0.451440,0
1.746995,-0.161443,1
0.571945,-0.286388,1
-0.616428,0.782759,0
-0.912535,0.429951,0
0.692457,-0.282006,1
0.228840,1.008046,0
1.794648,-0.183239,1
0.964899,0.337117,0
0.686541,0.636876,0
1.112119,-0.501906,1
0.243723,1.181118,0
1.777695,-0.212920,1
0.554760,0.871675,0
0.095414,0.189422,1
0.785612,-0.330751,1
1.788070,-0.017954,1
1.117243,-0.460735,1
1.185648,-0.547941,1
0.298945,-0.084973,1
-0.535172,0.889431,0
0.487923,0.767588,0
0.135733,0.361949,1
0.726138,0.298380,0
1.407461,-0.551029,1
0.326856,0.969407,0
0.096234,0.373572,1
1.854508,-0.232896,1
0.507052,-0.330972,1
1.001977,0.341521,0
-0.976096,0.323697,0
1.949655,-0.098266,1
-0.215024,1.046800,0
-0.023200,0.919466,0
0.790621,0.857093,0
0.746075,0.756821,0
1.823195,0.065726,1
1.016732,0.331793,0
0.186382,1.002483,0
0.424998,-0.154901,1
0.827189,0.665125,0
-0.890065,0.583886,0
2.061067,0.317807,1
0.044972,0.425653,1
-0.014181,1.007317,0
0.352661,-0.176624,1
-0.202762,0.883669,0
-0.470290,0.827486,0
-0.970467,0.002869,0
-0.776502,0.558578,0
1.844680,0.027802,1
-0.674481,0.712263,0
0.671583,-0.528900,1
0.380557,-0.395703,1
-0.049951,1.035602,0
-0.989712,0.296363,0
1.923128,0.453175,1
1.947237,0.330514,1
-0.949219,0.010604,0
1.627592,-0.104653,1
0.569175,-0.243360,1
0.009072,0.973968,0
1.080866,-0.508699,1
1.087362,-0.319506,1
-0.990163,0.438565,0
1.738279,-0.202707,1
0.145009,0.863513,0
0.766056,0.586748,0
-0.626172,0.550590,0
-0.895255,0.704425,0
1.568902,-0.125607,1
-1.006044,0.170181,0
0.479251,-0.326990,1
-0.760833,0.708126,0
0.366438,1.010887,0
0.919470,0.498181,0
1.087829,0.000663,0
-0.912463,0.613834,0
0.519297,-0.362339,1
0.623926,-0.296219,1
-1.107586,-0.067065,0
0.830830,-0.115179,0
-0.742343,0.538803,0
0.865505,-0.421070,1
0.555703,0.932207,0
0.474822,0.705481,0
-0.542152,0.448478,0
-0.670139,0.811553,0
-1.072020,0.199453,0
0.723315,-0.539471,1
-0.223604,1.164731,0
-0.017573,0.094670,1
-0.583425,0.891743,0
0.755353,-0.461032,1
1.442572,-0.093530,1
-0.693862,0.752211,0
0.125924,0.293513,1
0.863511,0.321716,0
0.621988,0.705066,0
-0.624266,0.540453,0
-0.360261,0.929407,0
0.935216,-0.052448,0
1.383934,-0.315349,1
1.234696,-0.399719,1
1.937673,0.024132,1
0.883730,0.700506,0
0.164908,1.034780,0
0.865507,0.122724,0
1.155638,-0.566352,1
1.422192,-0.348042,1
-0.117952,1.111978,0
0.378594,-0.450643,1
0.794541,-0.244868,1
0.020495,0.411194,1
0.809087,0.530137,0
0.893754,0.664011,0
0.383112,-0.293480,1
0.372042,-0.355469,1
0.877493,0.051054,0
1.023301,-0.523413,1
0.709575,0.554449,0
1.142943,-0.165042,0
0.851050,-0.261859,1
-0.780146,0.677569,0
0.788700,0.006339,0
0.361225,0.748757,0
1.760944,-0.051329,1
-1.134269,0.158345,0
1.101552,-0.540440,1
-1.012201,0.208420,0
1.263156,-0.594676,1
-0.323452,0.684218,0
0.224395,-0.120994,1
-0.118501,1.038228,0
0.905481,-0.461647,1
-0.804390,0.517660,0
0.766374,0.976433,0
-1.001344,0.559427,0
0.580135,-0.217010,1
0.698965,0.434755,0
0.221011,0.012968,1
