point_id,time,x,y,z,strand,mass_regime
P01941,0.1624723,1.6298802,4.92229192,-0.06695011,upper,balanced_early
P01942,0.16260381,1.60054381,4.88767545,-0.21232504,upper,balanced_early
P01943,0.16266887,1.58399305,0.04444927,0.17037142,middle,balanced_early
P01944,0.16329615,1.68117412,5.00887275,-0.09346878,upper,balanced_early
P01945,0.16339926,1.64141123,-4.84505188,0.31975198,lower,balanced_early
P01946,0.16344942,1.65775114,-0.05166389,-0.07516324,middle,balanced_early
P01947,0.16348371,1.62975386,5.23845565,-0.1309441,upper,balanced_early
P01948,0.16351047,1.6317455,5.12406927,-0.29419234,upper,balanced_early
P01949,0.16352013,1.60464584,0.03800045,0.06238822,middle,balanced_early
P01950,0.16368825,1.64230658,-0.00412286,0.09168046,middle,balanced_early
P01951,0.16381694,1.62736949,0.13708077,0.22397032,middle,balanced_early
P01952,0.16385947,1.63749924,-0.17266857,0.0398035,middle,balanced_early
P01953,0.16388397,1.66308327,4.88489545,-0.14961502,upper,balanced_early
P01954,0.16397867,1.64347031,4.99576493,-0.29197955,upper,balanced_early
P01955,0.16401043,1.65420097,0.05640576,0.16768591,middle,balanced_early
P01956,0.16403352,1.65677032,-4.85931916,0.34893403,lower,balanced_early
P01957,0.16404483,1.65246899,0.02884668,0.11697319,middle,balanced_early
P01958,0.16416485,1.6529783,4.94672503,-0.28958093,upper,balanced_early
P01959,0.16429383,1.62136855,-4.87900859,0.39136639,lower,balanced_early
P01960,0.16430889,1.66000912,5.09906738,-0.1112228,upper,balanced_early
P01961,0.16431195,1.64238262,0.12064762,0.10045682,middle,balanced_early
P01962,0.16434153,1.63568355,4.85271045,-0.06267724,upper,balanced_early
P01963,0.16434385,1.66634863,0.0290967,0.19858851,middle,balanced_early
P01964,0.16462259,1.69557383,-4.9820927,0.26206298,lower,balanced_early
P01965,0.16465241,1.66740412,4.83222833,-0.24017933,upper,balanced_early
P01966,0.16471526,1.66625204,-4.95173587,0.30592487,lower,balanced_early
P01967,0.16472803,1.67317069,-4.87714983,0.49954655,lower,balanced_early
P01968,0.16481499,1.64783225,5.0292863,-0.31856387,upper,balanced_early
P01969,0.1648608,1.65175198,-4.98863379,0.38770157,lower,balanced_early
P01970,0.16486668,1.63646832,-4.94581467,0.40668501,lower,balanced_early
P01971,0.16487688,1.63437045,0.12651346,0.19956015,middle,balanced_early
P01972,0.16496885,1.62867256,-4.70662035,0.17295692,lower,balanced_early
P01973,0.16504039,1.63826086,-5.14990828,0.41515539,lower,balanced_early
P01974,0.16506553,1.63044638,5.02368434,-0.16820394,upper,balanced_early
P01975,0.16513241,1.66953313,-0.07705438,0.25128438,middle,balanced_early
P01976,0.16519894,1.65765406,4.9365654,-0.14593697,upper,balanced_early
P01977,0.16521724,1.65448493,4.95273778,-0.24299503,upper,balanced_early
P01978,0.16522499,1.60413955,4.87284143,-0.21951148,upper,balanced_early
P01979,0.16544972,1.64283182,-4.87772634,0.4370315,lower,balanced_early
P01980,0.16554405,1.66641543,0.0109564,0.08322629,middle,balanced_early
P01981,0.16555856,1.62657515,-4.85034827,0.41685102,lower,balanced_early
P01982,0.16571204,1.6881736,5.01713643,-0.22725746,upper,balanced_early
P01983,0.16571851,1.60673174,-5.03419334,0.3724995,lower,balanced_early
P01984,0.1657605,1.66901829,-0.03912079,0.20195948,middle,balanced_early
P01985,0.1658262,1.60276648,4.95005393,-0.21399556,upper,balanced_early
P01986,0.16583454,1.65097742,-4.80439254,0.35179719,lower,balanced_early
P01987,0.16587711,1.72995563,-4.83501146,0.44679577,lower,balanced_early
P01988,0.16594055,1.69263313,5.17874954,-0.20152382,upper,balanced_early
P01989,0.16603615,1.65576842,-4.95885122,0.48231361,lower,balanced_early
P01990,0.16623273,1.69607651,4.95369358,-0.22693396,upper,balanced_early
P01991,0.16636243,1.67050296,-5.03873671,0.35127271,lower,balanced_early
P01992,0.16648037,1.68319785,5.08476365,-0.25427355,upper,balanced_early
P01993,0.16650975,1.69373577,-4.90889534,0.23786564,lower,balanced_early
P01994,0.16659842,1.6957721,4.87157961,0.00302371,upper,balanced_early
P01995,0.16661786,1.65835528,4.96011826,-0.14674878,upper,balanced_early
P01996,0.16663132,1.69655885,-5.03261468,0.38644624,lower,balanced_early
P01997,0.16671273,1.64900514,-5.14771192,0.42241347,lower,balanced_early
P01998,0.16676456,1.62133957,-4.95483393,0.36899532,lower,balanced_early
P01999,0.16685011,1.62840381,4.99935026,-0.13683642,upper,balanced_early
P02000,0.16687361,1.65218897,4.87723266,-0.07064863,upper,balanced_early
P02001,0.1670533,1.64415839,0.15659683,0.16488119,middle,balanced_early
P02002,0.16714784,1.65007324,-4.82585936,0.29483377,lower,balanced_early
P02003,0.16715743,1.65355133,-5.09511322,0.31110961,lower,balanced_early
P02004,0.16719104,1.61984265,5.09298482,-0.37354961,upper,balanced_early
P02005,0.1672782,1.64086961,-4.97038275,0.24678682,lower,balanced_early
P02006,0.16730743,1.65366813,-4.70301536,0.4232655,lower,balanced_early
P02007,0.16752224,1.67163889,0.09320359,0.08603522,middle,balanced_early
P02008,0.16753535,1.69518997,5.04469206,-0.11942758,upper,balanced_early
P02009,0.16756015,1.64687679,-4.86810745,0.40101661,lower,balanced_early
P02010,0.16759209,1.67606404,0.1246432,0.12243917,middle,balanced_early
P02011,0.16762932,1.67910888,-0.15058794,0.11937573,middle,balanced_early
P02012,0.16764476,1.69978412,4.95516361,-0.23394419,upper,balanced_early
P02013,0.16777653,1.63707666,-0.28463562,0.14221312,middle,balanced_early
P02014,0.16791729,1.7243714,4.99930503,-0.18438517,upper,balanced_early
P02015,0.16794798,1.66615992,5.1313889,-0.21382656,upper,balanced_early
P02016,0.16798073,1.68373919,4.77136342,-0.14914623,upper,balanced_early
P02017,0.16798514,1.66688935,-4.80028319,0.496015,lower,balanced_early
P02018,0.16813296,1.70396503,0.02167146,0.1091315,middle,balanced_early
P02019,0.16835609,1.68493185,5.01493093,-0.25820624,upper,balanced_early
P02020,0.1684418,1.68806488,-0.08297984,0.11327735,middle,balanced_early
P02021,0.1685067,1.71860194,-4.89979393,0.46072058,lower,balanced_early
P02022,0.16851033,1.68319291,-0.100566,0.03719943,middle,balanced_early
P02023,0.16858267,1.70991038,-0.13315229,-0.03761201,middle,balanced_early
P02024,0.16862038,1.7094855,-4.96277488,0.46077712,lower,balanced_early
P02025,0.16867505,1.7289297,0.01897691,-0.02355043,middle,balanced_early
P02026,0.16877492,1.70967549,5.11667231,-0.1913478,upper,balanced_early
P02027,0.16887142,1.66616784,-0.00758209,0.102818,middle,balanced_early
P02028,0.168959,1.70736264,-0.04425919,0.06896353,middle,balanced_early
P02029,0.1689697,1.68995108,0.10252722,-0.06789221,middle,balanced_early
P02030,0.16900124,1.68919097,4.97793991,-0.18438751,upper,balanced_early
P02031,0.16911456,1.63523889,0.0107692,0.07232792,middle,balanced_early
P02032,0.16915688,1.67029064,0.11501603,-0.03701034,middle,balanced_early
P02033,0.16924853,1.68946169,5.06918951,-0.1390905,upper,balanced_early
P02034,0.16924933,1.63865068,0.03586469,0.22452494,middle,balanced_early
P02035,0.16932389,1.67484944,-0.01786623,0.14066598,middle,balanced_early
P02036,0.16948677,1.68512295,-4.92395783,0.51575194,lower,balanced_early
P02037,0.16958413,1.69438152,-5.00285338,0.37753302,lower,balanced_early
P02038,0.16959061,1.64950696,-0.01874944,0.03511952,middle,balanced_early
P02039,0.16964223,1.70036911,4.99994643,-0.16754825,upper,balanced_early
P02040,0.16970648,1.70456683,4.75257342,-0.27783552,upper,balanced_early
P02041,0.16971687,1.70341723,4.87652661,-0.21900307,upper,balanced_early
P02042,0.16972519,1.73603643,5.02243517,-0.23124432,upper,balanced_early
P02043,0.16977056,1.67195245,0.11415695,0.10943407,middle,balanced_early
P02044,0.16996667,1.72994645,5.14463755,-0.1785825,upper,balanced_early
P02045,0.17005226,1.71281083,4.8718716,-0.16482972,upper,balanced_early
P02046,0.17005399,1.72024268,-4.98376511,0.51253056,lower,balanced_early
P02047,0.17013569,1.71569089,4.93647724,-0.2702882,upper,balanced_early
P02048,0.1702188,1.68015254,4.94976838,-0.14416387,upper,balanced_early
P02049,0.17036952,1.73351713,-0.01802804,0.18194236,middle,balanced_early
P02050,0.17038107,1.68634238,-4.80743478,0.17908686,lower,balanced_early
P02051,0.17043779,1.73099147,-4.90415217,0.45147655,lower,balanced_early
P02052,0.17050084,1.69233881,0.02994778,0.10695832,middle,balanced_early
P02053,0.17055431,1.73173496,-4.88581778,0.37840796,lower,balanced_early
P02054,0.17066687,1.70358348,-4.79357432,0.35815896,lower,balanced_early
P02055,0.17072754,1.66775433,4.8866118,-0.22938553,upper,balanced_early
P02056,0.17074101,1.71817451,4.90001911,-0.15248248,upper,balanced_early
P02057,0.17086713,1.70783823,-4.93678377,0.41225304,lower,balanced_early
P02058,0.17087966,1.71047045,-4.74253359,0.50909039,lower,balanced_early
P02059,0.17092945,1.71794727,-4.86600947,0.43512572,lower,balanced_early
P02060,0.17116944,1.70770278,4.76975731,-0.28771138,upper,balanced_early
P02061,0.17118289,1.71616372,-4.93344025,0.37579274,lower,balanced_early
P02062,0.17130336,1.76609455,-0.09253011,0.1641027,middle,balanced_early
P02063,0.17134715,1.67330793,4.88826231,-0.27643979,upper,balanced_early
P02064,0.1714959,1.74097106,-4.85512796,0.26738672,lower,balanced_early
P02065,0.17151971,1.72278333,0.05793361,0.10507626,middle,balanced_early
P02066,0.17155275,1.68567499,-4.87196341,0.39667037,lower,balanced_early
P02067,0.17160473,1.70218025,-0.13624687,0.15122991,middle,balanced_early
P02068,0.1717729,1.71309933,0.06591917,0.03448074,middle,balanced_early
P02069,0.17186864,1.71711463,-4.87771545,0.49906257,lower,balanced_early
P02070,0.17205503,1.69022878,5.09829158,-0.17300405,upper,balanced_early
P02071,0.17209383,1.75220062,4.73256322,-0.28940976,upper,balanced_early
P02072,0.17213227,1.69037118,4.8588083,-0.26888861,upper,balanced_early
P02073,0.1722195,1.72367321,-4.92721076,0.10665707,lower,balanced_early
P02074,0.17225192,1.72937508,4.81787861,-0.26188105,upper,balanced_early
P02075,0.17245241,1.68963431,4.8762052,-0.20275745,upper,balanced_early
P02076,0.17246791,1.70868946,-4.97020853,0.38397702,lower,balanced_early
P02077,0.17298571,1.74615049,-4.8004961,0.42091114,lower,balanced_early
P02078,0.17312574,1.732094,0.0845783,0.03867918,middle,balanced_early
P02079,0.17315931,1.74241611,5.0459239,-0.33462833,upper,balanced_early
P02080,0.1731866,1.74835106,-4.82683947,0.31713728,lower,balanced_early
P02081,0.17324817,1.75902469,5.04395987,-0.06877283,upper,balanced_early
P02082,0.17331065,1.71220561,-0.04260228,0.03390239,middle,balanced_early
P02083,0.17331688,1.71373002,5.02731201,-0.19566573,upper,balanced_early
P02084,0.17346252,1.72850845,-0.05865734,0.16936702,middle,balanced_early
P02085,0.17353864,1.73308306,4.83974483,-0.20829395,upper,balanced_early
P02086,0.17355584,1.72449747,-4.87493994,0.27572166,lower,balanced_early
P02087,0.17356924,1.74012101,4.89316116,-0.25403063,upper,balanced_early
P02088,0.17365217,1.7431608,0.08204365,0.19457487,middle,balanced_early
P02089,0.17367674,1.71298512,-4.88729215,0.46512285,lower,balanced_early
P02090,0.17385014,1.75791882,4.98932353,-0.27007676,upper,balanced_early
P02091,0.17387246,1.71769338,-0.04141648,0.23808874,middle,balanced_early
P02092,0.17409435,1.71289663,-4.89332571,0.39077502,lower,balanced_early
P02093,0.17426998,1.75584994,4.88667754,-0.20420893,upper,balanced_early
P02094,0.17437208,1.80556914,-0.03203845,0.10058108,middle,balanced_early
P02095,0.1744106,1.75590615,0.06129046,0.13527848,middle,balanced_early
P02096,0.17441124,1.79125956,5.07296451,-0.24001212,upper,balanced_early
P02097,0.17443697,1.76947153,-4.96925105,0.39033847,lower,balanced_early
P02098,0.17450569,1.77119677,-4.86517703,0.27422867,lower,balanced_early
P02099,0.17456195,1.72645811,-4.86139034,0.47570921,lower,balanced_early
P02100,0.17463923,1.71286005,0.20744052,0.24714526,middle,balanced_early
P02101,0.17464281,1.75035225,0.09406497,0.18860835,middle,balanced_early
P02102,0.17470217,1.79023121,-4.96738395,0.40742963,lower,balanced_early
P02103,0.17474065,1.76872373,-4.88533418,0.37448773,lower,balanced_early
P02104,0.17475927,1.7731997,4.91280808,-0.13517625,upper,balanced_early
P02105,0.17487799,1.78650423,-0.03129157,0.23990638,middle,balanced_early
P02106,0.17490181,1.7848007,5.19589333,-0.16428439,upper,balanced_early
P02107,0.17494877,1.72875345,4.93731008,-0.36487755,upper,balanced_early
P02108,0.17496485,1.72177007,0.06004156,0.24749379,middle,balanced_early
P02109,0.17507783,1.75208497,-0.05864819,0.1028814,middle,balanced_early
P02110,0.17508944,1.71366889,0.11563114,0.10176123,middle,balanced_early
P02111,0.17511751,1.72988897,4.90070754,-0.11571994,upper,balanced_early
P02112,0.17514192,1.74293166,-0.04096275,0.06009272,middle,balanced_early
P02113,0.17519331,1.74966853,4.80391313,-0.39622272,upper,balanced_early
P02114,0.17534495,1.78159031,-4.90421289,0.42465896,lower,balanced_early
P02115,0.17543269,1.77083036,-0.05092527,0.13713056,middle,balanced_early
P02116,0.17547706,1.74254654,-4.74171172,0.29189584,lower,balanced_early
P02117,0.17548187,1.7633398,4.78968196,-0.3015194,upper,balanced_early
P02118,0.17559191,1.81086104,-4.89522564,0.38799047,lower,balanced_early
P02119,0.17561196,1.74064184,-4.91915865,0.32656635,lower,balanced_early
P02120,0.17562257,1.72298595,0.01038167,0.06601425,middle,balanced_early
P02121,0.17572136,1.78934128,-4.91591413,0.24205206,lower,balanced_early
P02122,0.1760222,1.76354256,5.03494992,-0.18934098,upper,balanced_early
P02123,0.17604206,1.74405961,4.9678559,-0.32282572,upper,balanced_early
P02124,0.17606886,1.74088391,5.02885783,-0.18253132,upper,balanced_early
P02125,0.17607972,1.7351273,4.86514167,-0.31816182,upper,balanced_early
P02126,0.17617248,1.7877781,-4.8950983,0.45240933,lower,balanced_early
P02127,0.17617655,1.7403932,-0.01959164,0.09454953,middle,balanced_early
P02128,0.17622919,1.75736864,-0.09895248,0.04722818,middle,balanced_early
P02129,0.17654839,1.76557809,4.79621282,-0.17631518,upper,balanced_early
P02130,0.17661844,1.77249717,0.16778441,0.16653326,middle,balanced_early
P02131,0.17689184,1.74774009,-4.87289585,0.4146752,lower,balanced_early
P02132,0.17699294,1.82325863,-4.89514319,0.42411081,lower,balanced_early
P02133,0.17701063,1.80875701,0.21992871,0.02973918,middle,balanced_early
P02134,0.1770552,1.77599699,5.03150349,-0.29938703,upper,balanced_early
P02135,0.17705875,1.7393838,-4.94023163,0.41280489,lower,balanced_early
P02136,0.17718587,1.74845198,-0.13493258,-0.01997014,middle,balanced_early
P02137,0.17734838,1.77150319,4.89115981,-0.28209201,upper,balanced_early
P02138,0.17743806,1.77750256,-5.06075387,0.39324104,lower,balanced_early
P02139,0.17756629,1.76909965,-4.99730564,0.50029177,lower,balanced_early
P02140,0.17757635,1.76258142,0.05138721,0.12208668,middle,balanced_early
P02141,0.17762184,1.78114947,4.87797327,-0.20509927,upper,balanced_early
P02142,0.17762677,1.76615898,-4.90203038,0.35306107,lower,balanced_early
P02143,0.17765525,1.78473929,-4.94160115,0.24398771,lower,balanced_early
P02144,0.17787931,1.77368329,0.08312587,0.03584378,middle,balanced_early
P02145,0.17791398,1.73421753,4.81649049,-0.24901855,upper,balanced_early
P02146,0.17797988,1.7826871,5.00227857,-0.14914279,upper,balanced_early
P02147,0.17808219,1.78978269,-4.86561521,0.17186225,lower,balanced_early
P02148,0.17812147,1.77729691,0.07483875,0.16609362,middle,balanced_early
P02149,0.17813688,1.7557566,0.01372775,0.13374144,middle,balanced_early
P02150,0.17815519,1.80448203,4.89010983,-0.29653006,upper,balanced_early
P02151,0.17821091,1.79300605,-4.91031782,0.22730794,lower,balanced_early
P02152,0.17823811,1.7525079,-0.00969513,0.06409884,middle,balanced_early
P02153,0.17825891,1.78873605,4.83055027,-0.32447555,upper,balanced_early
P02154,0.17837214,1.76665491,5.02102101,-0.30767784,upper,balanced_early
P02155,0.17837274,1.77467097,-0.07177234,0.14430107,middle,balanced_early
P02156,0.17840153,1.79184462,0.13115279,-0.05114314,middle,balanced_early
P02157,0.1784349,1.7752623,4.95943456,-0.25534947,upper,balanced_early
P02158,0.17854527,1.79954328,-5.08749155,0.20830988,lower,balanced_early
P02159,0.17859285,1.80904331,0.09023495,0.04256846,middle,balanced_early
P02160,0.17866174,1.8332159,-0.03700555,0.25961756,middle,balanced_early
P02161,0.17874289,1.79567086,4.82803496,-0.16770147,upper,balanced_early
P02162,0.17874341,1.76440156,-0.0230705,0.09701733,middle,balanced_early
P02163,0.1787651,1.73658655,4.87137625,-0.18003786,upper,balanced_early
P02164,0.17897691,1.81453312,0.25594392,0.0327924,middle,balanced_early
P02165,0.17929731,1.83128555,-5.04630111,0.38316892,lower,balanced_early
P02166,0.17930563,1.76918756,-4.82692222,0.39994398,lower,balanced_early
P02167,0.17946786,1.77926848,5.02625742,-0.21817651,upper,balanced_early
P02168,0.17950852,1.80252125,4.83033343,-0.14427886,upper,balanced_early
P02169,0.17966466,1.81395762,-4.92782795,0.28450198,lower,balanced_early
P02170,0.17972569,1.83062839,4.80470215,-0.22152475,upper,balanced_early
P02171,0.17989006,1.81512131,-5.09236804,0.31269195,lower,balanced_early
P02172,0.18001553,1.81211609,4.78901795,-0.16245697,upper,balanced_early
P02173,0.18005397,1.81391431,4.91844043,-0.31887497,upper,balanced_early
P02174,0.18010127,1.79377591,-5.07003925,0.30534182,lower,balanced_early
P02175,0.18022292,1.804483,0.18667959,0.04630568,middle,balanced_early
P02176,0.18039431,1.82728753,4.98156346,-0.20749448,upper,balanced_early
P02177,0.18040324,1.80892666,4.69625771,-0.3223644,upper,balanced_early
P02178,0.18040938,1.84925609,5.02388332,-0.25038274,upper,balanced_early
P02179,0.18071171,1.79759805,-0.09430054,0.08565857,middle,balanced_early
P02180,0.18076312,1.8184864,-0.13122529,0.09232166,middle,balanced_early
P02181,0.18079639,1.78946713,4.90837449,-0.36541457,upper,balanced_early
P02182,0.18083833,1.83660727,-5.04879366,0.44550617,lower,balanced_early
P02183,0.18085536,1.81568992,5.03478587,-0.23084762,upper,balanced_early
P02184,0.18087674,1.74500062,-4.99444878,0.43713245,lower,balanced_early
P02185,0.1808817,1.82667536,-4.97375142,0.38651954,lower,balanced_early
P02186,0.18094977,1.76962028,4.93298227,-0.21926012,upper,balanced_early
P02187,0.18098938,1.79275102,-4.8621467,0.41773933,lower,balanced_early
P02188,0.18106201,1.79967341,-4.91217958,0.21473399,lower,balanced_early
P02189,0.18107148,1.79090514,4.92985284,-0.18821263,upper,balanced_early
P02190,0.18116838,1.80124097,4.93542541,-0.29051696,upper,balanced_early
P02191,0.18127444,1.80736146,0.01645146,0.07456482,middle,balanced_early
P02192,0.18129225,1.80310352,-4.91898161,0.45509251,lower,balanced_early
P02193,0.18142212,1.75719524,-4.76083558,0.28475969,lower,balanced_early
P02194,0.18160753,1.78356046,5.00543448,-0.22836843,upper,balanced_early
P02195,0.1816653,1.83276609,4.80580657,-0.09107735,upper,balanced_early
P02196,0.18170072,1.82448164,4.87958317,-0.18285754,upper,balanced_early
P02197,0.18177966,1.77025061,4.86664827,-0.11109578,upper,balanced_early
P02198,0.18177974,1.8767352,-0.05802101,0.06509654,middle,balanced_early
P02199,0.18183679,1.83085819,-4.86945889,0.34575439,lower,balanced_early
P02200,0.18197579,1.84104611,-0.17340702,-0.00976128,middle,balanced_early
P02201,0.18198243,1.84392,5.0466443,-0.21086071,upper,balanced_early
P02202,0.18201532,1.80882576,-5.04928894,0.35180475,lower,balanced_early
P02203,0.18209081,1.78686896,-4.93977787,0.37010315,lower,balanced_early
P02204,0.18221575,1.79557812,5.00655938,-0.24201455,upper,balanced_early
P02205,0.18251143,1.82077997,-0.10173941,-0.04982173,middle,balanced_early
P02206,0.18251553,1.82799704,-0.06136226,0.0790774,middle,balanced_early
P02207,0.18255484,1.86381382,-4.73902369,0.40383544,lower,balanced_early
P02208,0.18276901,1.79509504,5.02355607,-0.22092553,upper,balanced_early
P02209,0.18278581,1.78345282,-4.82030072,0.34494521,lower,balanced_early
P02210,0.18281164,1.89287166,0.07129756,0.0497647,middle,balanced_early
P02211,0.18281942,1.83591387,-4.84894053,0.41997131,lower,balanced_early
P02212,0.18286379,1.86844151,0.02867905,-0.08762554,middle,balanced_early
P02213,0.18293369,1.81856675,4.90619479,-0.33591313,upper,balanced_early
P02214,0.18294754,1.8204094,0.10642507,-0.06849901,middle,balanced_early
P02215,0.18296654,1.8209952,4.98743119,-0.24528383,upper,balanced_early
P02216,0.18322952,1.84796543,4.85176744,-0.3544843,upper,balanced_early
P02217,0.18323161,1.80542279,-5.14688313,0.43672467,lower,balanced_early
P02218,0.18323352,1.83923307,4.98050693,-0.18904688,upper,balanced_early
P02219,0.18331504,1.84437846,-4.99383578,0.24751093,lower,balanced_early
P02220,0.18331651,1.8141536,-4.82606428,0.34632459,lower,balanced_early
P02221,0.18338254,1.80093119,-4.85267381,0.32591155,lower,balanced_early
P02222,0.18355553,1.77315629,4.89720432,-0.39127081,upper,balanced_early
P02223,0.18364618,1.88162206,4.96925768,-0.36123299,upper,balanced_early
P02224,0.183734,1.83469389,-0.03476733,0.13381203,middle,balanced_early
P02225,0.18376056,1.82794933,4.87435892,-0.24255044,upper,balanced_early
P02226,0.18395652,1.84420722,-0.01530209,0.09457287,middle,balanced_early
P02227,0.1840471,1.86539416,0.06200214,0.04607065,middle,balanced_early
P02228,0.18420249,1.88450014,-4.89578301,0.4520855,lower,balanced_early
P02229,0.18420807,1.85965656,-5.03394046,0.31603893,lower,balanced_early
P02230,0.18420883,1.83087376,4.82689127,-0.30498688,upper,balanced_early
P02231,0.18433285,1.85063036,0.04484513,0.04368818,middle,balanced_early
P02232,0.18435008,1.90302338,-0.03671169,0.10816329,middle,balanced_early
P02233,0.1844667,1.84924873,5.10636798,-0.28654202,upper,balanced_early
P02234,0.18449105,1.84957231,0.18268185,0.00142672,middle,balanced_early
P02235,0.18460216,1.89225423,-4.97826583,0.48897507,lower,balanced_early
P02236,0.18465139,1.82264826,-0.12221469,0.01024878,middle,balanced_early
P02237,0.18467678,1.91473899,4.93378938,-0.36752514,upper,balanced_early
P02238,0.18468456,1.86623067,-4.89379957,0.31013125,lower,balanced_early
P02239,0.18482683,1.85151752,-4.92855257,0.3767091,lower,balanced_early
P02240,0.18495657,1.83295489,4.95133879,-0.19208981,upper,balanced_early
P02241,0.18496778,1.84334208,4.96619225,-0.27636507,upper,balanced_early
P02242,0.1849701,1.82918929,-4.93074486,0.4104404,lower,balanced_early
P02243,0.18514934,1.87910609,5.00557769,-0.13998231,upper,balanced_early
P02244,0.18521241,1.85469442,-4.93602463,0.34770763,lower,balanced_early
P02245,0.18557951,1.83954411,4.89825053,-0.21473173,upper,balanced_early
P02246,0.18564081,1.85902373,5.08430722,-0.43242719,upper,balanced_early
P02247,0.18564301,1.84196382,4.93783773,-0.35712424,upper,balanced_early
P02248,0.18571972,1.86137652,4.96628126,-0.29848389,upper,balanced_early
P02249,0.18572252,1.86653898,-4.89954513,0.38202464,lower,balanced_early
P02250,0.18577336,1.85770328,-4.9028768,0.29927386,lower,balanced_early
P02251,0.18579365,1.8549144,5.00969659,-0.28559509,upper,balanced_early
P02252,0.18580733,1.82583866,4.80372243,-0.38494234,upper,balanced_early
P02253,0.18603104,1.84378522,-4.85128765,0.32658359,lower,balanced_early
P02254,0.18608317,1.87136064,-4.86683035,0.39996724,lower,balanced_early
P02255,0.18619173,1.86326794,0.04793423,0.15620872,middle,balanced_early
P02256,0.18622672,1.86523766,-5.05231239,0.49853267,lower,balanced_early
P02257,0.18623964,1.88583497,4.8832134,-0.3294712,upper,balanced_early
P02258,0.18638036,1.87457072,-0.00482587,0.06689764,middle,balanced_early
P02259,0.18641243,1.84726199,4.95326181,-0.18620263,upper,balanced_early
P02260,0.18642272,1.88978242,4.90262525,-0.19095402,upper,balanced_early
P02261,0.18661037,1.90538331,-0.00314725,0.06296279,middle,balanced_early
P02262,0.18687322,1.87391307,4.92948329,-0.39828115,upper,balanced_early
P02263,0.18690368,1.8670254,-4.86762886,0.46158387,lower,balanced_early
P02264,0.18711198,1.88376379,-4.88756926,0.22203169,lower,balanced_early
P02265,0.18720636,1.89433742,-0.04012312,0.02710549,middle,balanced_early
P02266,0.18724401,1.89737634,4.94964206,-0.39554644,upper,balanced_early
P02267,0.18725466,1.86935866,-4.96579928,0.38420022,lower,balanced_early
P02268,0.18729207,1.8766037,0.03078441,0.03157949,middle,balanced_early
P02269,0.18729366,1.85049893,-4.94051208,0.3094567,lower,balanced_early
P02270,0.18733367,1.88805635,4.92848668,-0.26605742,upper,balanced_early
P02271,0.18747607,1.88416138,-4.87851743,0.29394162,lower,balanced_early
P02272,0.18758747,1.84641131,4.83242051,-0.31633977,upper,balanced_early
P02273,0.18759375,1.83862601,-5.05260149,0.43221288,lower,balanced_early
P02274,0.18777367,1.84264375,4.75417124,-0.36839461,upper,balanced_early
P02275,0.18777515,1.89937754,4.79450488,-0.22843717,upper,balanced_early
P02276,0.18782718,1.90909074,0.06695975,0.05734605,middle,balanced_early
P02277,0.18783449,1.88937251,-0.07807518,-0.07055543,middle,balanced_early
P02278,0.18788322,1.87191604,4.96806984,-0.37370019,upper,balanced_early
P02279,0.18805779,1.92303959,0.02413093,0.02913928,middle,balanced_early
P02280,0.1880691,1.91066718,-4.95039733,0.23405736,lower,balanced_early
P02281,0.18817658,1.90024309,-0.18993037,0.01953856,middle,balanced_early
P02282,0.1884431,1.94579879,4.91907916,-0.27868105,upper,balanced_early
P02283,0.18863106,1.831497,-4.98724406,0.17843548,lower,balanced_early
P02284,0.18867329,1.89276795,-4.86627151,0.19374884,lower,balanced_early
P02285,0.18873687,1.90570824,-0.12278604,0.10353373,middle,balanced_early
P02286,0.18889347,1.90366994,-4.93568105,0.27665817,lower,balanced_early
P02287,0.18893182,1.90602106,-5.14671534,0.32142575,lower,balanced_early
P02288,0.18893269,1.88513761,0.19941343,-0.10158696,middle,balanced_early
P02289,0.18894779,1.87881715,5.05233399,-0.35881308,upper,balanced_early
P02290,0.18906351,1.8963763,-0.09655816,0.00790796,middle,balanced_early
P02291,0.18915147,1.88423801,-4.76973121,0.08997062,lower,balanced_early
P02292,0.18941316,1.90224881,4.81144527,-0.35004559,upper,balanced_early
P02293,0.18944462,1.9197902,4.84819562,-0.17746421,upper,balanced_early
P02294,0.18948583,1.90074055,4.86516929,-0.27348166,upper,balanced_early
P02295,0.18960759,1.86415142,4.94857079,-0.29408195,upper,balanced_early
P02296,0.189609,1.89235454,0.1498573,0.21589774,middle,balanced_early
P02297,0.18965366,1.90760603,4.72301435,-0.37558967,upper,balanced_early
P02298,0.19000161,1.89515901,4.9796345,-0.27078688,upper,balanced_early
P02299,0.19007253,1.91796221,-0.05859061,-0.02741893,middle,balanced_early
P02300,0.19013462,1.87194121,-4.95420572,0.31051148,lower,balanced_early
P02301,0.19026823,1.89959952,0.01307693,-0.12950002,middle,balanced_early
P02302,0.19030386,1.91762923,-4.90445721,0.304124,lower,balanced_early
P02303,0.19053775,1.88967649,-4.97112898,0.42380405,lower,balanced_early
P02304,0.19062237,1.90528128,4.858321,-0.3210661,upper,balanced_early
P02305,0.19079615,1.90692571,4.66687784,-0.53277342,upper,balanced_early
P02306,0.19085427,1.91182334,0.06103355,0.02305043,middle,balanced_early
P02307,0.19096881,1.91339792,-4.83013681,0.45270762,lower,balanced_early
P02308,0.19100642,1.9062874,4.95713098,-0.43781364,upper,balanced_early
P02309,0.19108858,1.89271158,-0.15363244,-0.00615195,middle,balanced_early
